ddt.unwedding.txt: 离婚
caddy.badLuck.propertyText.text: 道具奖励
fashion.alert.replace: 确定以当前装扮替换参赛装扮
newChickenBox.firstEnterHelp: 请继续翻牌
ddt.vip.dueTime.tip: 还需{0}经验值升级至VIP{1}
itemview.listlevel: 等级
shop.ShopIITryDressView.hideHat: 帽子
caddy.badLuck.regulationText1.text: 1. 1个幸运彩石兑换1个经验礼包。
fashion.alert.couplesTxt: 确定以当前角色装扮报名参加情侣评选赛
civil.frame.CivilRegisterFrame.marry: 未婚
tank.calendar.LuckyNumBar.ForecastLabel: 预测明天
tank.crowdfunding.joinreturn: 只需要投入{2}点券/绑点即可完成众筹，是否投入{1}点券？
tank.task.TaskPannelPosView.loginPath: 弹弹堂_官方游戏登录
newChickenBox.useOpenCardCost: 扣费{0}点券，可以打开一张牌
caddy.badLuck.regulationText2.text: 2. 2个幸运彩石兑换1个1级经药水。
ddt.vip.vipFrame.upValue0: 成长值: 15点/天
newChickenBox.timePlayTxt: 活动剩余时间：
ddt.vip.vipFrame.upValue1: 成长值：10点/天
im.IMView.socialContact: 发状态
tank.menu.Up: 升职
fashion.alert.privateTxt: 确定以当前角色装扮报名参加单人评选赛
caddy.badLuck.regulationText3.text: 3. 4个幸运彩石兑换1个2级经药水。
fashion.alert.costTxt: 将消耗{0}点券
game.view.DungeonInfoView.title3: 当前层数
sevenDouble.rankView.rateTitleTxt: 奖励加成
tank.game.BuffTip43: 战斗经验两倍<br>战斗功勋两倍<br>战斗中血量增加{0}
mark.pro5: 必杀
tank.menu.Down: 降职
caddy.badLuck.regulationText4.text: 4. 8个幸运彩石兑换1个3级经药水。
ddt.vip.vipFrame.upValue2: 成长值：-5点/天
game.view.DungeonInfoView.title4: 当前波数
ddt.vip.vipFrame.upValue3: 成长值：0点/天
tank.menu.Invite: 邀请入会
fashion.alert.costBindTxt: 将消耗{0}绑定点券
caddy.badLuck.regulationText5.text: 5. 排名1~10的弹友且彩石数量大于100个，可获得奖励。
fashion.myRank: 我的排名：{0}
civil.frame.CivilRegisterFrame.checkBox: 公开个人装备信息
escort.rankView.nameTitleTxt: 昵称
tank.calendar.CalendarState.GetButtonText: 每日领取
tank.menu.ClubName: 公会:
game.view.DungeonInfoView.title5: 击杀
caddy.badLuck.regulationText6.text: 注:以活动结束最终排名,送出以下奖励。
ddt.vip.vipFrame.youarenovip: 您还不是VIP
ddt.gemstone.curInfo.title1: 当前战魂属性
ddt.vip.vipView.checkOtherInput: 请添入一个不大于24的月数
ddt.view.academyCommon.recommend.RecommendPlayerCellView.tips: 点击玩家可查看装备
tank.room.UpdateGameStyle: 您的小队加入了公会、自由双排队列。
fashion.voteCnt: 我的票数：{0}
caddy.badLuck.regulationText7.text: 10名以后玩家获得奖励规则。
fashion.startInfo: 已报名<font color="#FF0000">{0}</font>人，开赛还需<font color="#FF0000">{1}</font>人
ddt.gemstone.curInfo.title2: 当前部位战魂属性
sevenDouble.frame.callCarConfirmTxt: 确定消耗{0}点券进行召唤？
ddt.vip.vipView.cueDateScript: 您已领取过每日VIP礼包，下次领取时间{0}月{1}日00:00以后
mark.realValue: <font color="#ffa65d">{0}</font><font color="#1afa10">  +{1}</font>
tank.manager.PlayerManger.friendOnline: 上线了
tank.ReceiveBadLuckAwardFrame.title: 奖励兑换
fashion.startInfo1: 已报名<font color="#FF0000">{0}</font>对情侣，开赛还需<font color="#FF0000">{1}</font>对
ddt.gemstone.curInfo.descriptTxt: 1、 装备更换战魂属性依然存在。 
2、 对应位置没有装备也能升级战魂，战魂属性也存在。
ddt.vip.GrowthRuleView.DescTxt1: 任务从2星开始强化经验加成
ddt.dailyRecord.content12: <FONT COLOR='#f6dc8f'><B>{0}</B></FONT>.获得勋章<FONT COLOR='#ffd633'><B>{1}</B></FONT>个！<br/>
tank.data.player.FightingPlayerInfo.your: 您获得了
tank.consortion.pollFrame.name.text: 名  称
fashion.endInfo: 报名人数不足，本次比赛关闭
civil.frame.CivilRegisterFrame.text: 很期待和你做朋友，快来和我联系吧！
calendar.view.goodsExchange.warningIII: 请放入需要兑换的物品
tank.data.EquipType.ddthonorTrophy: 荣耀战利品
tank.view.chat.ChatInput.time1: 您说话太快，请休息一会!
ddt.gemstone.curInfo.pdescriptTxt1: 当前等级：
tank.consortion.pollFrame.ticketCount.text: 票  数
ddt.vip.GrowthRuleView.DescTxt2: 免费使用梅恩兰德祝福
ddt.gemstone.curInfo.pdescriptTxt2: 下一等级：
ddt.trusteeship.maxSpiritTipTxt: 上限值为:{0}
ddt.vip.GrowthRuleView.DescTxt3: 扩充勋章上限，每日可领取VIP积分
ddt.manager.academyManager.Freezes: 距离上次解除师徒关系超过24小时才可再拜师
tank.view.chat.ChatInput.time2: 您输入太快
fashion.resultInfo: 上周比赛结束，正在结算
BaseStateCreator.LoadingTip: 	模块正在加载中...
fashion.voteInfo: 刷新次数 {0}/{1}
ddt.gemstone.curInfo.pdescriptTxt3: 提升属性：
tank.game.ToolStripView.set: 设置
mark.realBigValue: <b><font color="#ffe400">{0}</font><font color="#1afa10">  +{1}</font></b>
tank.room.PickupPanel.ChangeStyle: 暂时没有合适的公会参与!<br>是否同时加入自由战等待？
ddt.shop.gradeBuy.detail: 倒计时结束后礼包消失
ddt.vip.GrowthRuleView.RuleTitleTxt: VIP规则说明
ddt.gemstone.curInfo.pZbdescriptTxt: 战魂等级总和：
ddt.vip.GrowthRuleView.RuleTxt1: 1.VIP成长分为15级，开通VIP一个月有效期为30天。
tank.draft.loadDraftInfoError: 加载选秀信息失败！
fashion.freshTime: {0}:{1}
gradeBuy.item.originalPrice: 原价
fashion.waitFreshTime: {0}:{1}:{2}
civil.frame.CivilRegisterFrame.titleText: 登记信息
tank.ddtauctionHouse.text.name: 名称
tank.consortia.club.searchTxt: 请输入公会名称
ddt.gemstone.curInfo.pZbdescriptTxt1: 战魂属性总和：
consortia.task.remainSeconds: 公会使命还有{0}秒结束，请注意完成或及时续时。
ddt.vip.GrowthRuleView.RuleTxt2: 
2.每消费10点券获得1点VIP经验，VIP满级后不能获得经验。
ddt.gemstone.curInfo.gemstoneKind: 战魂种类
store.view.exalt.warning: 请放入需要进阶的装备和进阶石！
ddt.vip.GrowthRuleView.RuleTxt3: 
3.当VIP过期后消费点券也能获得VIP经验，但是不能享受VIP特权。
ddt.manager.academyManager.FreezesII: 距离上次解除师徒关系超过24小时才可再收徒
tank.consortia.club.text: 这小子很懒,什么也没留下!
fashion.lowLv: 升到{0}级才能参加选秀报名
consortia.task.remainMinutes: 公会使命还有{0}分钟结束，请注意完成或及时续时。
fashion.lowFight: 战力达到{0}才能参加选秀报名
tank.view.continuation.contiuationFailed: 货币不足，续费失败
ddt.vip.GrowthRuleView.RuleTxt4: 
4.一次性购买半年VIP，VIP等级直达6级，有效期为6个月。
mark.percentValue: <font color="#ffa65d">{0}</font><font color="#1afa10">  +{1}%</font>
tank.consortia.establishmentFrame.title: 公会设施
ddt.gemstone.curInfo.gemstoneEffect: 战魂介绍
consortia.roseFlower.Tip: {0}公会成员{1}使用了公会玫瑰花，该公会在线成员获得海量经验！
fashion.voteCost: 本次投票消耗点券{0}，获得评选赛金币{1}
ddt.gemstone.curInfo.redGemstone: 红色战魂（攻击）
ddt.vip.GrowthRuleView.RuleTxt5: 
5.一次性购买三个月VIP，VIP等级直达4级，有效期为3个月。
tank.consortia.club.CreatConsortiaFrame.inputPlease: 请输入您要创建的公会名
consortia.roseFlower.myRoseExp: 您使用了公会玫瑰花，获得了{0}经验
civil.frame.CivilRegisterFrame.modify: 修改信息
mark.error1: 操作的刻印碎片不存在
tank.ddtauctionHouse.text.number: 数量
tank.consortia.club.CreatConsortiaFrame.yourGrade: 您的等级低于{0}级
ddt.gemstone.curInfo.bluGemstone: 蓝色战魂（防御）
consortia.roseFlower.Exp: {0}使用了公会玫瑰，你也获得了{1}经验
ddt.vip.LevelPrivilegeView.TitleTxt: VIP特权
ddt.gemstone.curInfo.gesGemstone: 绿色战魂（敏捷）
store.view.exalt.luckyTips: 幸运值+{0}
ddt.vip.PrivilegeViewItem.VIPExtraBindMoneyUpper: 勋章上限增加
ddt.manager.playerManager.masterState: 您的师傅[{0}]上线了
tank.consortia.consortiadiplomatism.ConsortiaDiplomatismView.inputPlease: 请输入搜索条件
fashion.sexError: 性别不符合
consortia.BuildingManager.BtnText1: 会长通道
mark.error2: 此碎片已经被装备不可再装备
ddt.gemstone.curInfo.yelGemstone: 黄色战魂（幸运）
tank.game.BuffTip44: 战斗经验两倍<br>战斗功勋两倍<br>战斗中攻击增加{0}
tank.consortia.myconsortia.frame.AlienationConsortiaFrame.titleText: 转让公会
fashion.freshVote: 确定消耗{0}点券，增加一次投票机会
consortia.BuildingManager.BtnText2: 设施管理
ddt.vip.PrivilegeViewItem.ShopVipScore: 每日领取积分
ddt.gemstone.curInfo.redGemstoneAtc: ({0}品) 攻击+{1}
sevenDouble.frame.startGameConfirmTxt: 确定消耗{0}点券开始护送？(成功撮合后扣除)
ddt.vip.PrivilegeViewItem.VIPRateForGP: 战斗经验加成
tank.consortia.myconsortia.frame.LoadMyconsortiaInfoError: 加载公会条件信息失败!
fashion.freshBindVote: 确定消耗{0}绑定点券，增加一次投票机会
consortia.BuildingManager.BtnText3: 招收成员
tank.ddthonor.evolveTips1: 该战利品已经满级
civil.frame.CivilRegisterFrame.infoError: 交友中心玩家信息失败
tank.ddtauctionHouse.text.timer: 剩余时间
tank.consortia.myconsortia.frame.LoadMemberInfoError: 加载公会会员列表信息失败!
ddt.gemstone.curInfo.bluGemstoneDef: ({0}品) 防御+{1}
consortia.BuildingManager.BtnText4: 退出公会
ddt.vip.PrivilegeViewItem.VIPStrengthenEx: 强化经验加成
store.view.exalt.goodTips: ({0}阶)
ddt.manager.playerManager.ApprenticeState: 您的徒弟[{0}]上线了
ddt.gemstone.curInfo.gesGemstoneAgi: ({0}品) 敏捷+{1}
ddt.vip.PrivilegeViewItem.VIPQuestFinishDirect: 一键完成次数增加
tank.consortia.myconsortia.frame.LoadMyconsortiaLevelError: 加载公会等级信息失败！
fashion.lackMoney: 评选赛金币不足，无法购买
fashion.freshTeam: 投票后刷新角色
tank.view.caddy.lookTrophy: 查看奖励
mark.error3: 此碎片已经卸载不可再卸载
ddt.vip.PrivilegeViewItem.VIPQuestStar: 任务星级奖励
tank.consortia.myconsortia.frame.LoadMyconsortiaListError: 加载公会列表信息失败！
ddt.gemstone.curInfo.yelGemstoneLuk: ({0}品) 幸运+{1}
ddt.dailyRecord.content13: <FONT COLOR='#f6dc8f'><B>{0}</B></FONT>.获得功勋<FONT COLOR='#ffd633'><B>{1}</B></FONT>！<br/>
ddt.gemstone.curInfo.goldenGemstoneAtc: (金魂) 攻击+{0}
ddt.vip.PrivilegeViewItem.VIPBruiedStar: 藏宝图星级奖励
fashion.couplesError: 您还没有情侣
tank.consortia.myconsortia.frame.LoadApplyRecordError: 加载公会申请记录信息失败！
fashion.firstRank: 上次比赛未开启，无法查看上次排行榜，下次比赛即可查看
civil.register.NicknameLabel: 名称：
ddt.vip.PrivilegeViewItem.VIPLotteryCountMaxPerDay: 免费开启VIP币
tank.consortia.myconsortia.frame.LoadDutyListError: 加载公会职位列表信息失败！
ddt.gemstone.curInfo.goldenGemstoneDef: (金魂) 防御+{0}
academy.view.AcademyMemberListView.searchTxt: 请输入玩家名称
ddt.gemstone.curInfo.goldenGemstoneAgi: (金魂) 敏捷+{0}
store.view.exalt.warningI: 此装备已经进阶到最高等级了！
ddt.vip.PrivilegeViewItem.VIPTakeCardDisCount: 副本大翻牌打折
fashion.noSelfRank: 未上榜
tank.consortia.myconsortia.frame.AlienationConsortiaFrame.inputName: 请输入玩家昵称:
fashion.waitOpen: 已经报名<font color="#FF0000">{0}</font>人，距离开赛还有：
mark.error4: 卖出的碎片列表为空
ddt.gemstone.curInfo.goldenGemstoneLuk: (金魂) 幸运+{0}
ddt.vip.PrivilegeViewItem.VIPPayAimEnergy: 弹王祝福扣除体力
tank.consortia.myconsortia.frame.AlienationConsortiaFrame.info: 提示:只能转让给本公会玩家
fashion.waitCoupelsOpen: 已经报名<font color="#FF0000">{0}</font>对情侣，距离开赛还有：
ddt.gemstone.curInfo.redGemstoneAtc2: ({0}品)
tank.tenYearAnniversary.anniversaryStoryPos26: 弹弹堂十二年有你，感谢有你。2021年世界还未恢复原有的宁静，未来的路似乎仍有无数困难，但看清生活的本质仍然维持热爱才配称作弹弹勇士！希望您疲惫的心灵能在弹弹堂获得一丝慰藉。感恩、感谢您，希望您能继续与我同行。
ddt.vip.PrivilegeViewItem.VIPLotteryNoTime: 天使赐福开启加速
tank.consortia.myconsortia.frame.DeleteMemberFrame.titleText: 开除成员
fashion.voteSubmitCnt: 确定消耗{0}点券，投{1}票？
civil.register.MatrimonyLabel: 婚姻状态：
ddt.vip.PrivilegeViewItem.VIPMetalRelieve: 失败功勋不扣
tank.consortia.myconsortia.frame.ExitConsortiaFrame.titleText: 退出公会
ddt.gemstone.curInfo.bluGemstoneDef2: ({0}品)
ddt.view.academyCommon.register.TitleTxt: 登记信息
ddt.gemstone.curInfo.greGemstoneAgi2: ({0}品)
store.view.exalt.warningII: 进阶石与装备等级不符合！
ddt.vip.PrivilegeViewItem.VIPWeekly: VIP积分商城
fashion.voteSubmitCost: 将消耗{0}点券
tank.consortia.myconsortia.frame.ExitConsortiaFrame.quit: 请在输入框中输入“Quit”以确认。
fashion.voteAvaliable: 可用票数不足
mark.error5: 魂晶不足，无法进行锤炼
tank.view.continuation.contiuationTitle: 快捷续费
ddt.vip.PrivilegeViewItem.VIPBossBattle: 购买BOSS战次数
tank.consortia.myconsortia.frame.MyConsortiaAfficheFrame.long: 当前输入文本过长
ddt.gemstone.curInfo.yelGemstoneLuk2: ({0}品)
ddt.gemstone.curInfo.goldenGemstone: (金魂)
ddt.vip.PrivilegeViewItem.PetFifthSkill: 宠物第五技能格
fashion.buyNoGold: 评选赛金币不足
tank.consortia.myconsortia.frame.MyConsortiaDeclarationFrame.titleText: 公会宣言
fashion.newVersion: 时装评选赛已经更新上线，抢先体验？
civil.register.IntroductionLabel: 个人介绍：
ddt.vip.PrivilegeViewItem.FarmAssistant: 免费种植助手
tank.consortia.myconsortia.frame.MyConsortiaDeclarationFrame.long: 当前输入文本过长
ddt.gemstone.curInfo.AtcAdd: 攻击 +{0}
ddt.view.academyCommon.register.TitleTxtII: 修改信息
ddt.gemstone.curInfo.DefAdd: 防御 +{0}
game.view.propertyWaterBuff.timer: 剩余{0}天
ddt.vip.PrivilegeViewItem.CanBuyFert: 购买丰收之神
fashion.registerNude: 请装备服饰后再报名
tank.consortia.myconsortia.frame.MyConsortiaJobItem.null: 名称不能为空!
fashion.changeNude: 请装备服饰后再搭配
mark.error6: 锤炼已达最高级，无法进行锤炼
ddt.gemstone.curInfo.AgiAdd: 敏捷 +{0}
ddt.vip.PrivilegeViewItem.LoginSysNotice: 上线本区公告
tank.consortia.myconsortia.frame.MyConsortiaJobItem.diffrent: 不同权限的职位名不能相同
fashion.activityValue: 投票失败，需要昨日或今日活跃度达到{0}
ddt.gemstone.curInfo.LukAdd: 幸运 +{0}
sevenDouble.frame.useSkillConfirmTxt0: 确认消耗{0}点券/绑定点券，瞬间跳跃一段距离。
ddt.vip.PrivilegeViewItem.LoginSysNotice2: 上线跨区公告
tank.consortia.myconsortia.frame.MyConsortiaJobItem.duty: 职位名含非法字符!
fashion.activityValue2: 购买失败，需要昨日或今日活跃度达到{0}
tank.ddthonor.evolveTips2: 材料不足
tank.consortia.club.ConsortiaClubView.applyJoinClickHandler: 该公会暂时不允许申请加入
ddt.vip.PrivilegeViewItem.VIPMailAttachment: 邮件附件功能
tank.consortia.myconsortia.frame.MyConsortiaRightsFrame.titleText: 职位管理
ddt.gemstone.curInfo.GoldenAddAttack:  造成伤害 +2%
ddt.view.academyCommon.register.introductionFieldTxt: 一段相遇，两处轻狂。桃李红墙外，寄语短天涯长。
ddt.gemstone.curInfo.GoldenReduceDamage:  减伤 +2%
game.view.propertyWaterBuff.timerI: 剩余{0}小时
ddt.vip.PrivilegeViewItem.VIPBenediction: 免费梅恩兰德
GourdExpBottle.gourdHelpTipView.stopButtonText: 关闭功能
tank.consortia.myconsortia.frame.TaxFrame.titleText: 公会捐献
GourdExpBottle.gourdHelpTipView.stopMsg: 关闭功能后未满的葫芦瓶将消失，
瓶内储存之经验不再返还。是否确定停止经验储存？
mark.error7: 选择的水晶不存在
ddt.gemstone.curInfo.nextLevel: 下一级效果
ddt.vip.PrivilegeViewItem.HotSpringBathrobe: 仙池专属浴袍
tank.consortia.myconsortia.frame.MyConsortiaTax.input: 输入的点券数必须大于或等于2
GourdExpBottle.gourdHelpTipView.titleMsg: 注意事项
ddt.dailyRecord.content14: <FONT COLOR='#f6dc8f'><B>{0}</B></FONT>.收到<FONT COLOR='#ffd633'><B>{1}</B></FONT>份礼物！<br/>
ddt.gemstone.curInfo.inactive: 未激活
ddt.vip.PrivilegeViewItem.gainHotSpringBathrobe: 获得仙池专属浴袍
tank.consortia.myconsortia.frame.MyConsortiaTax.info: 提示
GourdExpBottle.gourdHelpTipView.precautionsMsg: 葫芦瓶的经验储存功能可手动关闭，关闭功能后葫芦瓶将消失，此前储存的经验不再返还，若需再次使用经验储存功能，请使用新的葫芦瓶。确认关闭功能后不可撤销，请谨慎操作。
tank.consortia.club.ConsortiaClubView.cellDoubleClick: 请升级公会保管箱
ddt.vip.PrivilegeViewItem.VIPGradePackage: VIP等级礼包
tank.consortia.myconsortia.frame.MyConsortiaUpgrade.titleText: 公会升级
